City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
278,Sur,OM,22.57,59.53,73.13,54,0,5.95,clear sky
279,Lasa,IT,46.62,10.7,54.0,93,75,5.82,broken clouds
280,Murmashi,RU,68.82,32.81,23.0,92,75,2.24,broken clouds
281,Leshukonskoye,RU,64.9,45.76,24.26,98,96,4.07,overcast clouds
282,Mahanje,TZ,-9.93,35.33,67.95,72,37,2.3,scattered clouds
283,Boundiali,CI,9.52,-6.49,76.71,49,40,1.41,scattered clouds
284,Majene,ID,-3.54,118.97,78.66,85,99,4.68,overcast clouds
285,Fortuna,US,40.6,-124.16,62.01,67,1,6.93,clear sky
286,Waingapu,ID,-9.66,120.26,78.33,78,100,4.36,overcast clouds
287,Senador Guiomard,BR,-10.15,-67.74,93.2,52,40,13.87,scattered clouds
288,Faanui,PF,-16.48,-151.75,80.2,69,0,5.44,clear sky
289,Danielskuil,ZA,-28.19,23.54,70.88,37,96,9.04,overcast clouds
290,Saint-Augustin,CA,51.23,-58.65,34.18,80,3,12.64,clear sky
291,Flinders,AU,-34.58,150.86,59.0,76,100,10.0,overcast clouds
292,Akdagmadeni,TR,39.66,35.88,53.62,41,0,2.37,clear sky
293,Santo Andre,BR,-23.66,-46.54,71.6,73,75,9.17,broken clouds
294,Kununurra,AU,-15.77,128.73,80.6,88,62,4.7,broken clouds
295,Yershichi,RU,53.67,32.75,43.41,90,24,4.05,few clouds
296,Dawei,MM,14.08,98.2,74.86,84,63,2.68,broken clouds
297,Navolato,MX,24.77,-107.69,99.0,43,0,5.99,clear sky
298,Tautira,PF,-17.73,-149.15,82.4,69,75,8.05,shower rain
299,Tshikapa,CD,-6.42,20.8,73.04,92,97,1.63,light rain
300,Cabedelo,BR,-6.98,-34.83,80.6,78,20,9.17,few clouds
301,San Policarpo,PH,12.18,125.51,80.73,82,100,17.2,overcast clouds
302,La Palma,US,33.85,-118.05,70.0,52,90,5.82,overcast clouds
303,Barmer,IN,25.75,71.38,75.33,30,0,4.97,clear sky
304,Kosh-Agach,RU,50.0,88.67,19.02,71,83,0.89,broken clouds
305,Great Yarmouth,GB,52.61,1.73,48.99,99,72,3.0,broken clouds
306,Vitim,RU,59.45,112.56,28.22,97,100,8.34,overcast clouds
307,Petropavlovka,RU,50.61,105.32,24.12,82,96,8.39,overcast clouds
308,Los Llanos De Aridane,ES,28.66,-17.92,71.6,64,40,16.11,scattered clouds
309,Korsakovo,RU,53.27,37.36,45.86,87,51,6.6,broken clouds
310,Beneditinos,BR,-5.45,-42.37,96.8,32,40,3.36,scattered clouds
311,Floro,NO,61.6,5.03,46.4,75,78,14.99,light intensity shower rain
312,Gargzdai,LT,55.71,21.4,53.6,81,0,12.75,clear sky
313,Mindelo,CV,16.89,-24.98,82.4,65,20,27.51,few clouds
314,Kalabagh,PK,32.97,71.56,67.06,34,0,2.24,clear sky
315,Kodinsk,RU,58.69,99.18,23.38,95,69,4.12,broken clouds
316,Temozon,MX,20.8,-88.22,82.72,76,36,7.14,light rain
317,Rocha,UY,-34.48,-54.33,72.46,82,100,11.1,overcast clouds
318,Galesong,ID,-5.32,119.37,71.6,100,20,2.24,few clouds
319,Jacarei,BR,-23.31,-45.97,71.6,73,75,3.36,broken clouds
320,Sechura,PE,-5.56,-80.82,75.2,56,81,15.26,broken clouds
321,Saeby,DK,57.33,10.52,50.0,95,100,1.99,overcast clouds
322,Kuryk,KZ,43.2,51.65,58.39,91,52,3.76,broken clouds
323,Biltine,TD,14.53,20.92,79.81,17,11,8.52,few clouds
324,Balykshi,KZ,47.07,51.87,55.4,87,40,15.66,mist
325,Chifeng,CN,42.27,118.96,43.07,59,100,1.68,overcast clouds
326,Camacha,PT,33.08,-16.33,68.0,72,20,11.41,few clouds
327,Quatre Cocos,MU,-20.21,57.76,72.0,83,75,14.99,shower rain
328,San Carlos De Bariloche,AR,-41.15,-71.31,51.8,53,20,32.21,few clouds
329,Sterlitamak,RU,53.62,55.95,45.27,93,100,9.01,light rain
330,Colon,PA,9.36,-79.9,86.0,74,40,11.41,scattered clouds
331,San Javier,ES,37.81,-0.84,64.0,82,0,6.93,clear sky
332,Mezen,RU,65.85,44.24,16.5,97,8,4.72,clear sky
333,Thinadhoo,MV,0.53,72.93,82.92,72,9,8.01,clear sky
334,Konan,JP,35.33,136.87,55.4,76,75,9.17,broken clouds
335,Areosa,PT,41.72,-8.86,55.99,87,40,4.7,scattered clouds
336,Riyadh,SA,24.69,46.72,68.0,37,0,7.0,clear sky
337,Asau,RO,46.43,26.4,53.01,98,100,1.61,overcast clouds
338,Darhan,MN,49.49,105.92,24.22,89,91,5.61,overcast clouds
339,Henties Bay,NA,-22.12,14.28,59.0,91,0,1.99,clear sky
340,Flin Flon,CA,54.77,-101.86,24.8,73,90,3.36,light shower snow
341,Blairmore,CA,49.6,-114.44,26.01,61,1,12.75,clear sky
342,Lerwick,GB,60.15,-1.15,50.0,81,69,17.22,light rain
343,Alappuzha,IN,9.49,76.33,78.69,79,97,3.36,overcast clouds
344,Bilaspur,IN,22.08,82.15,68.88,62,0,1.95,clear sky
345,Chaykovskiy,RU,56.77,54.11,32.0,94,100,1.99,overcast clouds
346,Hambantota,LK,6.12,81.12,78.64,81,100,11.68,overcast clouds
347,Teguldet,RU,57.31,88.17,26.42,95,99,7.36,overcast clouds
348,Komsomolskiy,UZ,40.43,71.72,46.4,52,0,6.93,clear sky
349,El Dorado,US,38.77,-120.52,61.0,54,1,8.05,clear sky
350,Nizhniy Kuranakh,RU,58.84,125.49,25.43,93,100,1.5,overcast clouds
351,Tahta,EG,26.77,31.5,75.2,41,0,6.93,clear sky
352,Khakhea,BW,-24.69,23.49,82.02,30,100,14.03,light rain
353,Sochi,RU,43.6,39.73,66.99,54,1,11.18,clear sky
354,Pevek,RU,69.7,170.31,26.6,97,100,8.55,overcast clouds
355,Avera,US,33.19,-82.53,80.01,69,40,3.36,scattered clouds
356,Beidao,CN,34.57,105.89,50.68,47,65,3.18,broken clouds
357,Bereda,ES,43.27,-7.54,46.0,98,81,8.01,broken clouds
358,Parakou,BJ,9.34,2.63,75.85,50,20,4.14,few clouds
359,Richards Bay,ZA,-28.78,32.04,71.17,80,94,13.02,overcast clouds
360,Grand-Santi,GF,4.25,-54.38,88.14,50,100,3.83,overcast clouds
361,Kaitangata,NZ,-46.28,169.85,48.99,92,100,3.0,overcast clouds
362,Bengkulu,ID,-3.8,102.27,74.95,88,100,3.18,light rain
363,Serenje,ZM,-13.23,30.24,67.51,45,1,5.03,clear sky
364,Kyaiklat,MM,16.43,95.73,78.8,88,40,3.36,scattered clouds
365,Kirakira,SB,-10.45,161.92,82.17,78,95,6.67,light rain
366,Turayf,SA,31.67,38.66,73.4,23,40,11.41,scattered clouds
367,Forio,IT,40.73,13.86,62.6,72,40,3.36,scattered clouds
368,Mogok,MM,22.92,96.5,62.38,100,5,0.81,clear sky
369,Destin,US,30.39,-86.5,80.6,74,1,4.7,clear sky
370,Verkhnyaya Inta,RU,65.98,60.31,18.63,94,92,9.22,overcast clouds
371,Santa Adelia,BR,-21.24,-48.8,79.25,70,27,5.3,light rain
372,Saskylakh,RU,71.92,114.08,8.02,93,100,11.25,overcast clouds
373,Ust-Koksa,RU,50.27,85.61,27.64,80,99,3.4,overcast clouds
374,Otradnoye,RU,59.78,30.82,43.0,93,90,2.24,overcast clouds
375,Sorong,ID,-0.88,131.25,78.49,83,76,5.77,broken clouds
376,Cockburn Town,TC,21.46,-71.14,84.2,70,75,13.87,broken clouds
377,Makubetsu,JP,45.37,141.82,47.62,76,30,14.18,scattered clouds
378,Luderitz,NA,-26.65,15.16,66.11,51,71,24.09,broken clouds
379,Whyalla,AU,-33.03,137.58,53.6,54,90,11.41,overcast clouds
380,Tagusao,PH,9.19,117.81,79.77,81,100,14.09,moderate rain
381,Mandalgovi,MN,45.76,106.27,24.37,84,0,21.92,clear sky
382,Humaita,BR,-7.51,-63.02,89.01,55,99,4.07,overcast clouds
383,Konstantinovka,RU,49.62,127.98,31.42,96,0,3.2,clear sky
384,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,77.65,81,17,11.1,few clouds
385,Kothi,IN,24.75,80.78,73.15,45,0,3.49,clear sky
386,Tortoli,IT,39.93,9.66,62.6,55,5,10.29,clear sky
387,Les Escoumins,CA,48.11,-69.02,32.38,85,7,5.55,clear sky
388,Vestmanna,FO,62.16,-7.17,44.6,87,5,9.17,clear sky
389,Natal,BR,-5.79,-35.21,82.4,74,40,14.99,scattered clouds
390,Kavieng,PG,-2.57,150.8,82.49,73,100,4.05,moderate rain
391,Batagay,RU,67.63,134.63,5.7,86,0,3.49,clear sky
392,Scottsboro,US,34.67,-86.03,71.6,100,90,4.7,overcast clouds
393,Khash,IR,28.22,61.22,45.81,43,0,4.59,clear sky
394,Brae,GB,60.4,-1.35,50.0,81,58,17.22,light rain
395,Beringovskiy,RU,63.05,179.32,30.29,93,58,3.04,broken clouds
396,Kampot,KH,10.62,104.18,75.2,94,40,3.78,scattered clouds
397,Thessalon,CA,46.25,-83.57,39.2,80,90,3.36,drizzle
398,Makakilo City,US,21.35,-158.09,82.4,69,1,8.05,clear sky
399,Ewa Beach,US,21.32,-158.01,82.4,69,1,8.05,clear sky
400,Alice Springs,AU,-23.7,133.88,57.2,35,0,12.75,clear sky
401,Maragogi,BR,-9.01,-35.22,77.18,81,6,11.32,clear sky
402,Alyangula,AU,-13.85,136.42,73.4,94,90,11.41,overcast clouds
403,Trinidad,BO,-14.83,-64.9,98.6,44,40,18.34,scattered clouds
404,Tonala,MX,20.62,-103.23,90.0,24,20,9.17,few clouds
405,Mackenzie,CA,55.3,-123.17,21.2,62,90,10.29,overcast clouds
406,Mogadishu,SO,2.04,45.34,80.06,82,93,10.67,light rain
407,Cranbrook,CA,49.5,-115.77,19.4,57,5,3.36,clear sky
408,Scarborough,GB,54.28,-0.4,45.0,86,28,3.0,scattered clouds
409,Zhenjiang,CN,32.21,119.43,59.0,92,25,4.29,scattered clouds
410,Birjand,IR,32.87,59.22,42.8,22,0,2.35,clear sky
411,Mayumba,GA,-3.43,10.66,77.43,86,100,8.48,overcast clouds
412,Camopi,GF,3.17,-52.32,87.8,52,60,4.34,moderate rain
413,Gat,IL,31.61,34.76,77.0,78,0,8.05,clear sky
414,Samana,DO,19.21,-69.34,87.8,70,20,6.93,few clouds
415,Zhezkazgan,KZ,47.8,67.71,50.25,48,100,17.65,overcast clouds
416,Vanino,RU,49.09,140.25,39.61,74,99,10.13,overcast clouds
417,Ola,RU,59.58,151.28,36.72,79,100,11.07,overcast clouds
418,Colares,PT,38.8,-9.45,60.01,82,88,11.01,overcast clouds
419,Ponta Delgada,PT,37.73,-25.67,60.8,77,20,3.36,few clouds
420,Kupang,ID,-10.17,123.58,79.14,81,100,4.09,overcast clouds
421,Tadine,NC,-21.55,167.88,75.0,75,4,10.85,clear sky
422,Waw,SS,7.7,28.0,76.57,77,93,2.86,overcast clouds
423,Omboue,GA,-1.57,9.26,77.72,86,100,7.4,light rain
424,Adra,ES,36.75,-3.02,64.4,77,0,9.17,clear sky
425,Mandleshwar,IN,22.18,75.67,73.87,41,0,2.13,clear sky
426,Deputatskiy,RU,69.3,139.9,4.62,89,1,5.55,clear sky
427,Leh,IN,34.17,77.58,27.34,86,90,1.77,overcast clouds
428,Iqaluit,CA,63.75,-68.51,10.4,78,75,5.82,broken clouds
429,Aksarka,RU,66.56,67.8,13.28,96,100,10.8,overcast clouds
430,Mao,ES,39.89,4.27,66.2,77,40,18.34,scattered clouds
431,Meulaboh,ID,4.14,96.13,75.92,83,100,4.16,moderate rain
432,Tokur,RU,53.13,132.9,20.14,96,0,1.16,clear sky
433,Bovolone,IT,45.25,11.13,59.0,87,81,2.24,broken clouds
434,Batticaloa,LK,7.71,81.69,80.6,74,99,0.92,overcast clouds
435,Durban,ZA,-29.86,31.03,70.0,77,90,11.41,overcast clouds
436,Belyy Yar,RU,53.6,91.39,26.6,73,0,4.47,clear sky
437,Harper,LR,4.38,-7.72,78.19,86,96,6.13,overcast clouds
438,Walvis Bay,NA,-22.96,14.51,59.0,82,0,8.05,clear sky
439,Thyboron,DK,56.7,8.21,48.99,68,99,14.32,moderate rain
440,Denpasar,ID,-8.65,115.22,78.8,94,20,1.12,few clouds
441,Rio Claro,BR,-22.41,-47.56,74.57,74,18,7.72,few clouds
442,East Stroudsburg,US,41.0,-75.18,48.99,62,100,1.01,overcast clouds
443,Azare,NG,11.68,10.19,82.53,20,34,10.13,scattered clouds
444,Cedar City,US,37.68,-113.06,39.2,64,90,13.87,overcast clouds
445,Balkhash,KZ,46.84,74.98,42.15,67,28,5.61,scattered clouds
446,Rheinbach,DE,50.63,6.95,53.01,88,100,7.0,overcast clouds
447,Homer,US,59.64,-151.55,46.0,81,90,5.82,light rain
448,Magadan,RU,59.57,150.8,36.46,80,100,9.8,overcast clouds
449,Moerai,PF,-22.43,-151.33,72.27,79,66,20.74,broken clouds
450,Toccoa,US,34.58,-83.33,69.01,88,90,3.36,overcast clouds
451,Svetlogorsk,BY,52.63,29.73,45.39,92,60,5.91,broken clouds
452,Naze,JP,28.37,129.48,66.2,82,75,3.36,broken clouds
453,Chatellerault,FR,46.8,0.53,51.8,87,90,12.75,overcast clouds
454,Saint Anthony,US,45.02,-93.22,28.99,79,90,8.05,light snow
455,Saltpond,GH,5.21,-1.06,77.97,89,76,9.33,light rain
456,Minatitlan,MX,17.98,-94.52,86.0,70,75,11.41,broken clouds
457,Nogliki,RU,51.83,143.17,40.55,91,100,22.3,overcast clouds
458,Chyhyryn,UA,49.08,32.66,52.11,75,100,7.78,overcast clouds
459,Tual,ID,-5.67,132.75,82.33,71,100,8.41,overcast clouds
460,Abu Samrah,SY,35.3,37.18,64.27,28,4,3.2,clear sky
461,Ahuimanu,US,21.44,-157.84,84.2,70,40,4.7,scattered clouds
462,Washington,US,47.5,-120.5,39.99,43,53,3.11,broken clouds
463,Columbus,US,39.96,-83.0,52.0,57,90,8.05,overcast clouds
464,Marsa Matruh,EG,31.35,27.25,73.4,69,40,11.41,scattered clouds
465,Sorsk,RU,54.0,90.25,23.59,76,100,9.06,overcast clouds
466,Olafsvik,IS,64.89,-23.71,42.6,81,100,26.87,overcast clouds
467,Nyuksenitsa,RU,60.41,44.24,31.8,96,99,6.02,overcast clouds
468,Cayenne,GF,4.93,-52.33,86.0,66,20,10.29,few clouds
469,Torres,BR,-29.34,-49.73,70.25,88,43,13.85,light rain
470,Sargatskoye,RU,55.61,73.5,36.55,97,98,7.02,overcast clouds
471,Boddam,GB,57.47,-1.78,48.2,76,20,23.04,few clouds
472,Taltal,CL,-25.4,-70.48,65.75,53,22,5.77,few clouds
473,Grong,NO,64.47,12.31,42.8,93,40,5.82,scattered clouds
474,Pangkalanbuun,ID,-2.68,111.62,75.0,95,100,2.42,light rain
475,Nanortalik,GL,60.14,-45.24,35.85,83,100,14.58,overcast clouds
476,Khandyga,RU,62.67,135.6,5.11,93,0,1.72,clear sky
477,Stornoway,GB,58.21,-6.39,50.0,87,62,17.22,light rain
478,Palu,ID,-0.89,119.87,76.1,81,100,2.75,overcast clouds
479,Codrington,AU,-38.27,141.97,49.14,73,0,16.11,clear sky
480,Libreville,GA,0.39,9.45,80.6,83,75,8.05,broken clouds
481,Nakambala,ZM,-15.83,27.78,72.97,34,0,6.04,clear sky
482,Tuatapere,NZ,-46.13,167.68,48.99,78,88,5.99,overcast clouds
483,Talcahuano,CL,-36.72,-73.12,60.8,51,0,16.11,clear sky
484,Krk,HR,45.03,14.57,60.01,93,20,6.93,few clouds
485,Mopipi,BW,-21.18,24.88,83.55,18,81,14.14,broken clouds
486,Fairbanks,US,64.84,-147.72,32.0,85,1,3.44,clear sky
487,Green Valley,US,31.85,-110.99,84.2,14,1,10.29,clear sky
488,Mantua,IT,45.17,10.78,59.0,91,99,2.57,overcast clouds
489,Bama,NG,11.52,13.69,79.48,25,10,7.76,clear sky
490,Jalu,LY,29.03,21.55,67.32,50,0,9.57,clear sky
491,Parabel,RU,58.7,81.48,26.2,98,98,9.35,overcast clouds
492,Kilindoni,TZ,-7.91,39.67,79.59,77,9,13.35,clear sky
493,Boa Vista,BR,2.82,-60.67,95.0,39,20,8.05,few clouds
494,Bubaque,GW,11.28,-15.83,83.84,80,14,11.36,few clouds
495,Hoorn,NL,52.64,5.06,52.0,90,46,8.99,scattered clouds
496,Raymond,US,43.9,-70.47,48.0,51,0,3.22,clear sky
497,Ilulissat,GL,69.22,-51.1,15.8,52,58,6.93,broken clouds
498,Angat,PH,14.93,121.03,77.0,94,90,16.11,heavy intensity rain
499,Kloulklubed,PW,7.04,134.26,83.44,68,100,4.36,overcast clouds
500,Lensk,RU,60.73,114.93,25.72,96,100,8.37,snow
501,Naliya,IN,23.27,68.83,78.8,56,0,5.5,clear sky
502,Turkmenabat,TM,39.07,63.58,50.0,40,0,6.93,clear sky
503,Pafos,CY,34.77,32.42,69.8,43,0,10.29,clear sky
504,Orje,NO,59.48,11.66,46.99,95,99,5.86,overcast clouds
505,Miri,MY,4.41,114.01,75.2,94,40,9.17,moderate rain
506,Nurota,UZ,40.56,65.69,42.8,45,57,6.93,broken clouds
507,Baherden,TM,38.44,57.43,61.16,29,0,5.39,clear sky
508,Margate,GB,51.38,1.39,51.01,81,77,3.0,broken clouds
509,Wajir,KE,1.75,40.06,82.87,57,59,19.17,broken clouds
510,Gazojak,TM,41.19,61.4,52.27,42,7,9.89,clear sky
511,Saint-Paul,RE,-21.01,55.27,73.4,69,0,20.8,clear sky
512,Canala,NC,-21.53,165.95,77.0,53,0,8.05,clear sky
513,Port Augusta,AU,-32.5,137.77,53.6,54,90,11.41,overcast clouds
514,Muroto,JP,33.28,134.15,63.36,63,26,6.33,scattered clouds
515,Isiro,CD,2.77,27.62,68.11,99,100,2.73,overcast clouds
516,Voh,NC,-20.97,164.7,78.19,66,1,5.32,clear sky
517,Mufulira,ZM,-12.55,28.24,69.26,37,17,5.35,few clouds
518,Lukovetskiy,RU,64.3,41.92,30.2,92,90,6.71,overcast clouds
519,Paris,FR,48.85,2.35,52.0,93,90,6.93,overcast clouds
520,Ikalamavony,MG,-21.15,46.58,67.08,67,55,3.36,broken clouds
521,Bilibino,RU,68.05,166.44,14.74,92,98,2.21,overcast clouds
522,Praia Da Vitoria,PT,38.73,-27.07,64.0,82,40,6.29,scattered clouds
523,Ambilobe,MG,-13.2,49.05,71.83,68,0,6.53,clear sky
524,Litchfield,US,41.77,-73.25,48.0,51,100,1.99,overcast clouds
525,Lachi,PK,33.38,71.34,64.29,36,0,2.57,clear sky
526,Eenhana,NA,-17.47,16.33,86.0,18,32,2.24,scattered clouds
527,Vardo,NO,70.37,31.11,37.4,64,75,20.8,broken clouds
528,Vila,PT,42.03,-8.16,45.0,94,90,3.0,overcast clouds
529,Nivala,FI,63.92,24.97,34.0,94,100,7.0,light rain
530,Nago,JP,26.59,127.98,66.2,88,20,5.82,few clouds
531,Port Macquarie,AU,-31.43,152.92,64.99,87,95,1.01,overcast clouds
532,Ixtapa,MX,20.7,-105.2,89.6,70,20,5.82,few clouds
533,Tecuala,MX,22.4,-105.46,91.49,58,27,9.24,scattered clouds
534,Kattivakkam,IN,13.22,80.32,80.6,94,75,2.24,mist
535,Pahrump,US,36.21,-115.98,73.99,30,0,3.0,clear sky
536,Canatlan,MX,24.52,-104.78,82.99,23,0,1.01,clear sky
537,Ashland,US,40.82,-82.27,48.2,57,90,8.05,overcast clouds
538,Havre-Saint-Pierre,CA,50.23,-63.6,37.4,44,75,13.87,broken clouds
539,Cap Malheureux,MU,-19.98,57.61,72.0,81,42,8.99,scattered clouds
540,Svetlyy,RU,54.67,20.13,51.8,87,0,8.95,clear sky
541,Yaroslavl,RU,57.63,39.87,39.2,93,90,4.47,overcast clouds
542,Adre,TD,13.47,22.2,76.44,21,37,10.74,scattered clouds
543,Jesus De Otoro,HN,14.48,-87.98,77.59,73,100,3.78,light rain
544,Port Blair,IN,11.67,92.75,78.76,84,66,4.85,light rain
545,Matara,LK,5.95,80.54,77.45,88,100,7.63,overcast clouds
546,Zacatepec,MX,18.65,-99.2,88.0,28,75,2.24,broken clouds
547,Puerto Leguizamo,CO,-0.19,-74.78,92.62,47,99,1.52,overcast clouds
548,Uromi,NG,6.7,6.33,72.36,86,99,2.68,overcast clouds
549,Ilave,PE,-16.08,-69.67,59.9,36,5,14.32,clear sky
550,Kakonko,TZ,-3.28,30.96,67.33,84,100,2.84,light rain
551,Mokhsogollokh,RU,61.47,128.92,15.46,94,98,5.86,overcast clouds
552,Tigre,AR,-34.43,-58.58,73.4,83,75,4.7,broken clouds
553,Akureyri,IS,65.68,-18.09,42.8,75,75,13.87,broken clouds
554,Umm Kaddadah,SD,13.6,26.69,82.31,20,0,14.07,clear sky
555,Newport,GB,51.59,-3.0,48.0,96,2,12.12,light rain
556,Salinas,US,36.68,-121.66,66.2,63,20,8.05,few clouds
557,San Miguel,SV,13.48,-88.18,87.8,94,40,2.68,light rain
558,Hovd,MN,48.01,91.64,26.35,77,40,0.67,scattered clouds
559,Aginskoye,RU,51.1,114.53,32.49,94,98,17.94,overcast clouds
560,Gbarnga,LR,7.0,-9.47,73.56,82,5,2.82,clear sky
